"NPDES DMR Parameter to Pollutant Category Crosswalk"

POLLUTANT_CODE,POLLUTANT_DESC,PARAMETER_CODE,PARAMETER_DESC,COUNT_PERMITS_WITH_LIMITS,CHEMICAL_ABSTRACT_SERVICE_NMBR,SRS_ID,TOXIC_WEIGHTING_FACTOR,QNCR_POLL_CODE,NITROGEN,PHOSPHORUS,ORGANIC_ENRICHMENT,SOLIDS,PATHOGEN_INDICATORS,METALS,CWA_PRIORITY_POLLUTANTS,CERCLA_HAZ_SUBST,TRI_CHEMICALS,TEMPERATURE,GEN_RADIOACTIVITY,RADIONUCLIDES,COLOR,WHOLE_EFFLUENT_TOXICITY,PFAS
"10140","p-Dichlorobenzene","34571","1,4-Dichlorobenzene",1788,"106467","23622",.07,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10142","p-Xylene","34728","Xylene, para- total",28,"106423","23580",.00479290290456431,"Group 2","","","","","","","","Y","Y","","","","","",""
"10142","p-Xylene","78132","1,4-Xylene",3,"106423","23580",.00479290290456431,"Group 2","","","","","","","","Y","Y","","","","","",""
"10143","o,p'-DDT","39305","o,p'-DDT",3,"789026","70516",8151.36,"Group 2","","","","","","","","","","","","","","",""
"10144","2,4-Dinitrotoluene","34614","2,4-Dinitrotoluene, dry weight",0,"121142","31575",.44,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10144","2,4-Dinitrotoluene","34611","2,4-Dinitrotoluene",1543,"121142","31575",.44,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10145","p-Nitrotoluene","77395","4-Nitrotoluene",2,"99990","19083",,"Group 2","","","","","","","","Y","","","","","","",""
"10146","Toluene-2,4-diisocyanate","78144","Toluene-2,4-diisocyanate",0,"584849","55939",.000340425531914894,"Group 2","","","","","","","","Y","Y","","","","","",""
"10149","TNT, dissolved","81358","TNT, dissolved",0,"118967","30460",.02,"Group 2","","","","","","","","Y","","","","","","",""
"10149","TNT, dissolved","81360","TNT, total",17,"118967","30460",.02,"Group 2","","","","","","","","Y","","","","","","",""
"10150","2,6-Dinitrotoluene","34626","2,6-Dinitrotoluene",1466,"606202","58875",.11,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10150","2,6-Dinitrotoluene","34629","2,6-Dinitrotoluene, dry weight",0,"606202","58875",.11,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10151","Chlorobenzene","51310","2-Chlorobenzene",1,"108907","25478",.00293446666666667,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10151","Chlorobenzene","34031","Monochlorobenzenes",11,"108907","25478",.00293446666666667,"Group 2","","","","","","","","Y","Y","","","","","",""
"10151","Chlorobenzene","34304","Chlorobenzene, dry weight",0,"108907","25478",.00293446666666667,"Group 2","","","","","","","","Y","Y","","","","","",""
"10151","Chlorobenzene","34301","Chlorobenzene",1879,"108907","25478",.00293446666666667,"Group 2","","","","","","","","Y","Y","","","","","",""
"10152","Dichlorobenzene","81333","Dichlorobenzene, isomer",0,"25321226","231902",.00820433843017329,"Group 2","","","","","","","","Y","Y","","","","","",""
"10152","Dichlorobenzene","81524","Dichlorobenzene",99,"25321226","231902",.00820433843017329,"Group 2","","","","","","","","Y","Y","","","","","",""
"10153","Xylene","73382","Xylenes (total), dry weight",178,"1330207","84970",.00432470447761194,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10153","Xylene","81551","Xylene",5938,"1330207","84970",.00432470447761194,"Group 2","","","","","","","","Y","Y","","","","","",""
"10155","Styrene","81708","Styrene",253,"100425","19414",.01,"Group 2","","","","","","","","Y","Y","","","","","",""
"10155","Styrene","77128","Styrene, total",19,"100425","19414",.01,"Group 2","","","","","","","","Y","Y","","","","","",""
"10155","Styrene","73281","Styrene, dry weight",0,"100425","19414",.01,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10157","Ethylbenzene","34374","Ethylbenzene, dry weight",1,"100414","19406",.00141239130434783,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10157","Ethylbenzene","34371","Ethylbenzene",5901,"100414","19406",.00141239130434783,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10157","Ethylbenzene","37371","Ethylbenzene",1493,"100414","19406",.00141239130434783,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10157","Ethylbenzene","78113","Ethylbenzene",324,"100414","19406",.00141239130434783,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10159","Hexachlorobenzene","39700","Hexachlorobenzene",1689,"118741","30346",1947.72,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10159","Hexachlorobenzene","39701","Hexachlorobenzene, dry weight",0,"118741","30346",1947.72,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10161","Toluene","34010","Toluene",7459,"108883","25452",.00562782,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10161","Toluene","34481","Toluene, dissolved",0,"108883","25452",.00562782,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10161","Toluene","34483","Toluene, dry weight",0,"108883","25452",.00562782,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10164","Nitrobenzene","34450","Nitrobenzene, dry weight",0,"98953","18408",.01,"Group 2","","","","","","","Y","","Y","","","","","",""
"10164","Nitrobenzene","34447","Nitrobenzene",1603,"98953","18408",.01,"Group 2","","","","","","","Y","","Y","","","","","",""
"10165","Pentachlorobenzene","77793","Pentachlorobenzene",22,"608935","59261",3.76,"Group 2","","","","","","","","Y","Y","","","","","",""
"10166","Tetrachlorobenzene","78028","Tetrachlorobenzene",4,"12408105","689919",,"Group 2","","","","","","","","","","","","","","",""
"10167","Trimethylbenzene","78136","Trimethylbenzene",16,"25551137","233320",,"Group 2","","","","","","","","","","","","","","",""
"10169","Toluenediamine","73648","Toluenediamine",0,"25376458","232421",,"Group 2","","","","","","","","","Y","","","","","",""
"10171","Oryzalin","78884","Oryzalin",0,"19044883","213793",,"Group 2","","","","","","","","","Y","","","","","",""
"10174","Benzo[a]pyrene","34247","Benzo(a)pyrene",3302,"50328","1115",100.66,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10174","Benzo[a]pyrene","34250","Benzo(a)pyrene, dry weight",10,"50328","1115",100.66,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10175","Benzo[j]fluoranthene","78122","Benzo[j]fluoranthene",75,"205823","40675",30.66,"Group 2","","","","","","","","","Y","","","","","",""
"10176","Benzo[k]fluoranthene","34242","Benzo(k)fluoranthene",3191,"207089","40709",30.66,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10177","Camphor","81324","Camphor, whole water",1,"76222","6205",.000509090909090909,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","51591","BOD, 5-day, 20 deg. C",1,"","1640606",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","51797","BOD excursions",1,"","1640606",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","0310S","BOD, 5-day, 20 deg. C [per season]",0,"","1640606",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","00311","BOD, 5-day, dissolved",3,"","",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","00310","BOD, 5-day, 20 deg. C",43397,"","",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","85002","Biochemical oxygen demand-5",423,"","",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","70026","BOD, 5-day, total",7,"","",,"Pollutant Not Used for QNCR","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","51544","BOD",2,"","",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","00318","BOD, 5-day",234,"","",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","00359","BOD, filtered, 5 day, 20 deg C",1,"","",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","310AQ","BOD, 5-day, 20 deg. C",0,"","1640606",,"Group 1","","","Y","","","","","","","","","","","",""
"10178","BOD, 5-day, 20 deg. C","03602","Biochemical oxygen demand",1,"","",,"Pollutant Not Used for QNCR","","","Y","","","","","","","","","","","",""
"10179","Butyraldehyde","51474","Butanal",1,"123728","33134",.00417910447761194,"Group 2","","","","","","","","Y","Y","","","","","",""
"10179","Butyraldehyde","81562","Butyraldehyde",0,"123728","33134",.00417910447761194,"Group 2","","","","","","","","","Y","","","","","",""
"10188","Potassium dimethyldithiocarbamate","51138","Busan 85",1,"128030","34454",.93,"Group 2","","","","","","","","Y","Y","","","","","",""
"10188","Potassium dimethyldithiocarbamate","38725","Busan 85, total",0,"128030","34454",.93,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10189","Sodium dimethyldithiocarbamate","78726","Sodium dimethyldithiocarbamate, total",1,"128041","34462",.08,"Group 2","","","","","","","","Y","Y","","","","","",""
"10190","Butylate","81410","Sutan",0,"2008415","95398",.26,"Group 2","","","","","","","","","","","","","","",""
"10191","Pebulate","49563","Pebulate",0,"1114712","78329",.00756756756756757,"Group 2","","","","","","","","Y","Y","","","","","",""
"10192","S-Ethyl dipropylthiocarbamate","30392","Eradicane",0,"759944","69252",.00606734299516908,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10192","S-Ethyl dipropylthiocarbamate","81894","EPTC",2,"759944","69252",.00606734299516908,"Group 2","","","","","","","","Y","Y","","","","","",""
"10197","Sodium bicarbonate","00967","Sodium bicarbonate in drilling fluids",0,"144558","39438",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10202","Hexachlorophene","51541","Hexachlorophene",3,"70304","",1773.33,"Group 2","","","","","","","","Y","Y","","","","","",""
"10204","Sodium chlorate","00726","Sodium chlorate",0,"7775099","153767",,"Group 2","","","","","","","","","","","","","","",""
"10205","Chlorinated organic compounds","81397","Chlorinated organic compounds",19,"","",,"Group 2","","","","","","","","","","","","","","",""
"10206","Chlorine dioxide","50070","Chlorine dioxide",16,"10049044","167296",.16,"Group 2","","","","","","","","Y","Y","","","","","",""
"10206","Chlorine dioxide","51562","Chlorine Dioxide Application Rate",0,"10049044","167296",.16,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10209","Sodium dichromate","00727","Sodium dichromate",0,"10588019","172593",.0056,"Group 2","","","","","","","","Y","","","","","","",""
"10214","Chromium, Hexavalent","82399","Chromium, hexavalent",0,"18540299","212357",.51,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10214","Chromium, Hexavalent","01255","Chromium, hexavalent",0,"18540299","212357",.51,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10214","Chromium, Hexavalent","01307","Chromium, hexavalent potentially disolvd",16,"18540299","212357",.51,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10214","Chromium, Hexavalent","70023","Chromium hexavalent (as Cr)",2,"18540299","212357",.51,"Pollutant Not Used for QNCR","","","","","","Y","Y","Y","Y","","","","","",""
"10214","Chromium, Hexavalent","01032","Chromium, hexavalent (as Cr)",1990,"18540299","212357",.51,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10214","Chromium, Hexavalent","78247","Chromium, hexavalent tot recoverable",637,"18540299","212357",.51,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10214","Chromium, Hexavalent","29405","Chromium, hexavalent in bot dep (dry wt)",0,"18540299","212357",.51,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10214","Chromium, Hexavalent","01220","Chromium, hexavalent dissolved (as Cr)",1593,"18540299","212357",.51,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10214","Chromium, Hexavalent","8247A","Chromium, hexavalent tot recoverable",0,"18540299","212357",,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10215","Chromium, Trivalent","29404","Chromium, trivalent in bottom deposits",0,"16065831","203000",.07,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10215","Chromium, Trivalent","04262","Chromium, trivalent total recoverable",926,"16065831","203000",.07,"Pollutant Not Used for QNCR","","","","","","Y","Y","Y","Y","","","","","",""
"10215","Chromium, Trivalent","80357","Chromium, trivalent dissolved, as Cr",25,"16065831","203000",.07,"Pollutant Not Used for QNCR","","","","","","Y","Y","Y","Y","","","","","",""
"10215","Chromium, Trivalent","01314","Chromium, trivalent, potentially dissolvd",472,"16065831","203000",.07,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10215","Chromium, Trivalent","01033","Chromium, trivalent (as Cr)",727,"16065831","203000",.07,"Group 2","","","","","","Y","Y","Y","Y","","","","","",""
"10215","Chromium, Trivalent","51058","Chromium III",72,"16065831","203000",.07,"Pollutant Not Used for QNCR","","","","","","Y","Y","Y","Y","","","","","",""
"10228","Lindane","39782","Lindane",45,"58899","2923",70.32,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10228","Lindane","39340","Gamma-BHC",28,"58899","2923",70.32,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10228","Lindane","34266",".gamma.-Lindane",2,"58899","2923",70.32,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10228","Lindane","61491","Lindane, dry weight",0,"58899","2923",70.32,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"10228","Lindane","39344",".gamma.-BHC",766,"58899","2923",70.32,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10231","Deltamethrin","51461","Deltamethrin",1,"","",,"Group 2","","","","","","","","","","","","","","",""
"10236","Azobenzene","77625","Azobenzene",9,"103333","21337",,"Group 2","","","","","","","","","","","","","","",""
"10238","Dibenz[a,h]anthracene","34556","Dibenzo(a,h)anthracene",2794,"53703","1685",30.77,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10238","Dibenz[a,h]anthracene","34559","Dibenzo(a,h)anthracene, dry weight",45,"53703","1685",30.77,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10239","2,3,7,8-Tetrachlorodibenzo-p-dioxin","34675","2,3,7,8-Tetrachlorodibenzo-p-dioxin",807,"1746016","91918",703584000,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10239","2,3,7,8-Tetrachlorodibenzo-p-dioxin","03610","Dioxin",32,"1746016","91918",703584000,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10239","2,3,7,8-Tetrachlorodibenzo-p-dioxin","34750","2,3,7,8-Tetrachlorodibenzo-p-dioxin",0,"1746016","91918",703584000,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"10239","2,3,7,8-Tetrachlorodibenzo-p-dioxin","03556","2,3,7,8-Tetrachlorodibenzo-p-dioxin",21,"1746016","91918",703584000,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10239","2,3,7,8-Tetrachlorodibenzo-p-dioxin","34677","Dioxin (TCDD) suspended",2,"1746016","91918",703584000,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10239","2,3,7,8-Tetrachlorodibenzo-p-dioxin","85837","2,3,7,8-TCDD, total sludge",0,"1746016","91918",703584000,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"10239","2,3,7,8-Tetrachlorodibenzo-p-dioxin","34753","2,3,7,8-Tetrachlorodibenzo-p-dioxin sed,",2,"1746016","91918",703584000,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10239","2,3,7,8-Tetrachlorodibenzo-p-dioxin","3556S","2,3,7,8-Tetrachlorodibenzo-p-dioxin [per season]",0,"1746016","91918",703584000,"Group 2","","","","","","","","Y","Y","","","","","",""
"10239","2,3,7,8-Tetrachlorodibenzo-p-dioxin","34678","2,3,7,8-Tetrachlorodibenzo-p-dioxin, dry",0,"1746016","91918",703584000,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"10240","Chlorinated dibenzo-p-dioxins","76026","Chlorinated dibenzo-p-dioxins, sludge",1,"136677093","629345",,"Group 2","","","","","","","","","","","","","","",""
"10240","Chlorinated dibenzo-p-dioxins","76025","Chlorinated dibenzo-p-dioxins, effluent",10,"136677093","629345",,"Group 2","","","","","","","","","","","","","","",""
"10251","E. coli, thermotol, MF, MTEC","31633","E. coli, thermotol, MF, MTEC",577,"68583222","457804",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"10251","E. coli, thermotol, MF, MTEC","31648","E. coli, MTEC-MF",3754,"68583222","457804",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"10251","E. coli","51617","E. coli - % samples exceeding limit",7,"68583222","457804",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10251","E. coli, thermotol, MF, MTEC","51041","E. coli, colony forming units (CFU)",3223,"68583222","457804",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"10251","E. coli, thermotol, MF, MTEC","51040","E. coli",16629,"68583222","457804",,"Pollutant Not Used for QNCR","","","","","Y","","","","","","","","","",""
"10252","Triethylamine","77111","Triethylamine",15,"121448","31708",.000147259913747765,"Group 2","","","","","","","","Y","Y","","","","","",""
"10253","Ethyl ether","81576","Diethyl ether",6,"60297","3335",.000089746430674032,"Pollutant Not Used for QNCR","","","","","","","","Y","","","","","","",""
"10253","Ethyl ether","73010","Ethyl ether, by gas chromatograph",5,"60297","3335",.000089746430674032,"Group 2","","","","","","","","Y","","","","","","",""
"10254","Bis(2-chloroethyl) ether","34273","Bis(2-chloroethyl) ether",1320,"111444","27532",1.06,"Group 2","","","","","","","Y","Y","Y","","","","","",""
